place, website
"Jackson County, Florida",
"Montgomery County, Illinois",
"Marlboro County, South Carolina",
"Spotsylvania County, Virginia",
"Cass County, Iowa",
"Curry County, Oregon",
"Gunnison County, Colorado",
"Juab County, Utah",
"Galax County, Virginia",
"Warrick County, Indiana",
"Cass County, Nebraska",
"Gurabo County, Puerto Rico",
"Rockingham County, Virginia",
"Calaveras County, California",
"Allen County, Louisiana",
"Buena Vista County, Virginia",
"Moore County, Tennessee",
"Meeker County, Minnesota",
"Wyandot County, Ohio",
"Iberville County, Louisiana",
"Panola County, Texas",
"Monroe County, Mississippi",
"Pratt County, Kansas",
"Barnes County, North Dakota",
"Highland County, Ohio",
"Colfax County, Nebraska",
"Lamar County, Mississippi",
"Washington County, Indiana",
"Taos County, New Mexico",
"Monroe County, Tennessee",
"Dickinson County, Kansas",
"Colusa County, California",
"Grayson County, Kentucky",
"Posey County, Indiana",
"Putnam County, Georgia",
"Harrison County, Kentucky",
"Dillon County, South Carolina",
"Converse County, Wyoming",
"Cheyenne County, Nebraska",
"Marion County, Kentucky",
"Chester County, Tennessee",
"Jay County, Indiana",
"Marion County, South Carolina",
"Piatt County, Illinois",
"Houston County, Texas",
"Bethel County, Alaska",
"Evangeline County, Louisiana",
"Manistee County, Michigan",
"Fulton County, Indiana",
"Caldwell County, Kentucky",
"Zavala County, Texas",
"Richland County, Montana",
"Jackson County, Ohio",
"Belmont County, Ohio",
"Rush County, Indiana",
"Del Norte County, California",
"Goshen County, Wyoming",
"Lake County, South Dakota",
"Minidoka County, Idaho",
"Quebradillas County, Puerto Rico",
"Buchanan County, Iowa",
"Madison County, Louisiana",
"Jackson County, Iowa",
"Sevier County, Arkansas",
"Lamar County, Georgia",
"Wayne County, Nebraska",
"Cass County, Illinois",
"Roane County, Tennessee",
"Fayette County, Illinois",
"Garvin County, Oklahoma",
"Fergus County, Montana",
"Sierra County, New Mexico",
"Winston County, Mississippi",
"McKenzie County, North Dakota",
"Colfax County, New Mexico",
"Brewster County, Texas",
"Unicoi County, Tennessee",
"Davie County, North Carolina",
"Ottawa County, Ohio",
"Jackson County, Texas",
"Somerset County, Pennsylvania",
"Ray County, Missouri",
"Childress County, Texas",
"Telfair County, Georgia",
"Cidra County, Puerto Rico",
"Hughes County, Oklahoma",
"Columbia County, New York",
"Massac County, Illinois",
"Wakulla County, Florida",
"Lamb County, Texas",
"Fayette County, Iowa",
"Monroe County, Alabama",
"Bandera County, Texas",
"Emmet County, Iowa",
"Emmet County, Michigan",
"Bradford County, Florida",
"Grant County, Kansas",
"Sanpete County, Utah",
"Marion County, Mississippi",
"Washington County, Idaho",
"Franklin County, Idaho",
"Orleans County, New York",
"Chaffee County, Colorado",
"Perry County, Illinois",
"Roscommon County, Michigan",
"Miami County, Kansas",
"Butte County, South Dakota",
"Wayne County, Kentucky",
"Yabucoa County, Puerto Rico",
"Muhlenberg County, Kentucky",
"Dearborn County, Indiana",
"Koochiching County, Minnesota",
"Pontotoc County, Mississippi",
"Carroll County, Arkansas",
"Carroll County, Tennessee",
"Burke County, Georgia",
"Smyth County, Virginia",
"Jefferson County, Pennsylvania",
"Blackford County, Indiana",
"Winkler County, Texas",
"Cass County, Michigan",
"Washington County, Georgia",
"Covington County, Virginia",
"Currituck County, North Carolina",
"Snyder County, Pennsylvania",
"Lavaca County, Texas",
"Butts County, Georgia",
"Macon County, Tennessee",
"Emporia County, Virginia",
"Caddo County, Oklahoma",
"Dodge County, Georgia",
"Carbon County, Pennsylvania",
"Cook County, Georgia",
"Montague County, Texas",
"Polk County, Arkansas",
"Stevens County, Washington",
"Lafayette County, Missouri",
"Macoupin County, Illinois",
"Greene County, Mississippi",
"Worth County, Georgia",
"Jones County, Iowa",
"Kent County, Maryland",
"Sequatchie County, Tennessee",
"Grundy County, Missouri",
"Montgomery County, Iowa",
"Green Lake County, Wisconsin",
"White County, Indiana",
"Phelps County, Nebraska",
"Falls County, Texas",
"Kodiak Island County, Alaska",
"Clarke County, Iowa",
"Colleton County, South Carolina",
"Crawford County, Wisconsin",
"Dickinson County, Iowa",
"Macon County, Missouri",
"Milam County, Texas",
"Bradford County, Pennsylvania",
"Lawrence County, Arkansas",
"Cass County, Texas",
"Pemiscot County, Missouri",
"Tippah County, Mississippi",
"Kossuth County, Iowa",
"Salinas County, Puerto Rico",
"Thomas County, Kansas",
"O'Brien County, Iowa",
"Madison County, Iowa",
"Appanoose County, Iowa",
"Okeechobee County, Florida",
"Jasper County, Indiana",
"Allen County, Kansas",
"Page County, Iowa",
"Scott County, Mississippi",
"Bradley County, Arkansas",
"Peñuelas County, Puerto Rico",
"Lake County, Montana",
"Guánica County, Puerto Rico",
"Randolph County, Alabama",
"Bailey County, Texas",
"Cheatham County, Tennessee",
"Grand County, Utah",
"Salem County, New Jersey",
"Amador County, California",
"Chippewa County, Minnesota",
"Early County, Georgia",
"Houston County, Minnesota",
"Tipton County, Indiana",
"Jefferson County, Idaho",
"Union County, Pennsylvania",
"Chester County, South Carolina",
"Tillamook County, Oregon",
"Craig County, Oklahoma",
"Ceiba County, Puerto Rico",
"McCulloch County, Texas",
"Dawes County, Nebraska",
"Tattnall County, Georgia",
"Shelby County, Texas",
"Quay County, New Mexico",
"Wise County, Virginia",
"Tazewell County, Virginia",
"Choctaw County, Oklahoma",
"Allegan County, Michigan",
"Stephens County, Texas",
"Wetzel County, West Virginia",
"Hardeman County, Tennessee",
"Mitchell County, Georgia",
"DeKalb County, Tennessee",
"Martin County, North Carolina",
"Cherokee County, Iowa",
"Greene County, Indiana",
"Delaware County, Iowa",
"Upshur County, West Virginia",
"Henry County, Alabama",
"Mills County, Iowa",
"Perry County, Kentucky",
"Franklin County, New York",
"Woodford County, Illinois",
"Stevens County, Minnesota",
"Lee County, Texas",
"Sharp County, Arkansas",
"Redwood County, Minnesota",
"Cloud County, Kansas",
"Grant County, Arkansas",
"Hardin County, Iowa",
"Andrew County, Missouri",
"Chesterfield County, South Carolina",
"Wabasha County, Minnesota",
"Iowa County, Wisconsin",
"Woods County, Oklahoma",
"Las Piedras County, Puerto Rico",
"Gogebic County, Michigan",
"Summit County, Colorado",
"Ste. Genevieve County, Missouri",
"Mille Lacs County, Minnesota",
"Appling County, Georgia",
"Lares County, Puerto Rico",
"Anson County, North Carolina",
"Tuolumne County, California",
"Kingfisher County, Oklahoma",
"Avoyelles County, Louisiana",
"Wood County, Texas",
"Upshur County, Texas",
"Kane County, Utah",
"Ravalli County, Montana",
"Benton County, Iowa",
"Okanogan County, Washington",
"Berrien County, Georgia",
"White County, Tennessee",
"Randolph County, Indiana",
"Hardee County, Florida",
"Rock County, Minnesota",
"Murray County, Oklahoma",
"Shelby County, Iowa",
"Hunterdon County, New Jersey",
"Saunders County, Nebraska",
"Caroline County, Maryland",
"White County, Illinois",
"Zapata County, Texas",
"Mineral County, West Virginia",
"Abbeville County, South Carolina",
"Clay County, Illinois",
"Leake County, Mississippi",
"Murray County, Georgia",
"North Slope County, Alaska",
"Santa Isabel County, Puerto Rico",
"Adair County, Kentucky",
"Page County, Virginia",
"King George County, Virginia",
"Dawson County, Montana",
"Bleckley County, Georgia",
"Vermillion County, Indiana",
"Habersham County, Georgia",
"Cheboygan County, Michigan",
"Yates County, New York",
"Dimmit County, Texas",
"Keith County, Nebraska",
"Hertford County, North Carolina",
"Washakie County, Wyoming",
"Cottonwood County, Minnesota",
"Franklin County, Louisiana",
"Marshall County, Kentucky",
"Copiah County, Mississippi",
"Brown County, Ohio",
"Humboldt County, Iowa",
"Watonwan County, Minnesota",
"Mecklenburg County, Virginia",
"Livingston County, New York",
"Columbus County, North Carolina",
"Ashley County, Arkansas",
"Camden County, Missouri",
"Morgan County, Georgia",
"Naguabo County, Puerto Rico",
"Elbert County, Georgia",
"Douglas County, Illinois",
"Dent County, Missouri",
"Taylor County, West Virginia",
"Clarke County, Virginia",
"Hamilton County, Nebraska",
"Añasco County, Puerto Rico",
"Adjuntas County, Puerto Rico",
"Wayne County, Illinois",
"Clarke County, Alabama",
"De Soto County, Louisiana",
"Monroe County, Georgia",
"Power County, Idaho",
"Iroquois County, Illinois",
"Oconto County, Wisconsin",
"Barnwell County, South Carolina",
"Charlton County, Georgia",
"Bates County, Missouri",
"Mississippi County, Missouri",
"Garza County, Texas",
"Wayne County, Mississippi",
"Hoke County, North Carolina",
"Newaygo County, Michigan",
"Robertson County, Texas",
"Hart County, Georgia",
"Moniteau County, Missouri",
"Yell County, Arkansas",
"Johnson County, Wyoming",
"York County, Virginia",
"Itawamba County, Mississippi",
"Madison County, Texas",
"Wright County, Missouri",
"Miller County, Missouri",
"Hamilton County, Florida",
"Chowan County, North Carolina",
"Perry County, Ohio",
"Noble County, Oklahoma",
"Vernon County, Wisconsin",
"Barceloneta County, Puerto Rico",
"Wayne County, Pennsylvania",
"Madison County, Missouri",
"Pointe Coupee County, Louisiana",
"McNairy County, Tennessee",
"Swisher County, Texas",
"Fayette County, Texas",
"Brooks County, Texas",
"Putnam County, Ohio",
"Aleutians West County, Alaska",
"Pike County, Illinois",
"Orleans County, Vermont",
"Van Zandt County, Texas",
"Apache County, Arizona",
"Chattooga County, Georgia",
"Camp County, Texas",
"Allen County, Kentucky",
"Yoakum County, Texas",
"Pickens County, Georgia",
"Clinton County, Illinois",
"Wadena County, Minnesota",
"Claiborne County, Tennessee",
"Wilkes County, North Carolina",
"Tioga County, New York",
"Taylor County, Wisconsin",
"Pittsylvania County, Virginia",
"Jim Hogg County, Texas",
"Montgomery County, Mississippi",
"Franklin County, Iowa",
"Otsego County, Michigan",
"Lajas County, Puerto Rico",
"Terrell County, Georgia",
"Barton County, Missouri",
"Tuscola County, Michigan",
"Winston County, Alabama",
"Juneau County, Wisconsin",
"Winnebago County, Iowa",
"Humphreys County, Tennessee",
"Stone County, Mississippi",
"Morgan County, Utah",
"Russell County, Kansas",
"Johnson County, Kentucky",
"Moultrie County, Illinois",
"Sullivan County, Indiana",
"Shelby County, Illinois",
"Hatillo County, Puerto Rico",
"Lawrence County, Illinois",
"Burleson County, Texas",
"Lucas County, Iowa",
"Geneva County, Alabama",
"Comanche County, Texas",
"Hubbard County, Minnesota",
"Turner County, Georgia",
"Montour County, Pennsylvania",
"Little River County, Arkansas",
"Union County, Illinois",
"Fayette County, Alabama",
"Macon County, North Carolina",
"Pottawatomie County, Kansas",
"Le Sueur County, Minnesota",
"Clarion County, Pennsylvania",
"Ford County, Illinois",
"Northeastern Connecticut County, Connecticut",
"Rio Grande County, Colorado",
"Pipestone County, Minnesota",
"Greene County, Iowa",
"Pike County, Ohio",
"Jack County, Texas",
"Clay County, Kansas",
"Dawson County, Georgia",
"Castro County, Texas",
"LaSalle County, Louisiana",
"Pike County, Missouri",
"Union County, South Dakota",
"Walsh County, North Dakota",
"Linn County, Missouri",
"Parmer County, Texas",
"Howard County, Arkansas",
"Richardson County, Nebraska",
"Jackson County, Louisiana",
"Jeff Davis County, Georgia",
"Stevens County, Kansas",
"Grant County, Kentucky",
"Brooks County, Georgia",
"Winn County, Louisiana",
"Comerío County, Puerto Rico",
"Beaverhead County, Montana",
"Mason County, West Virginia",
"Van Buren County, Michigan",
"Clark County, Illinois",
"Pulaski County, Georgia",
"Pike County, Pennsylvania",
"Simpson County, Mississippi",
"Edgefield County, South Carolina",
"Candler County, Georgia",
"East Feliciana County, Louisiana",
"Mitchell County, Texas",
"Marshall County, Oklahoma",
"Garrard County, Kentucky",
"Lander County, Nevada",
"Overton County, Tennessee",
"Morrow County, Oregon",
"Scott County, Kansas",
"Franklin County, Massachusetts",
"Coleman County, Texas",
"White Pine County, Nevada",
"Concordia County, Louisiana",
"Westmoreland County, Virginia",
"Alexander County, North Carolina",
"Eastland County, Texas",
"Chugach County, Alaska",
"Armstrong County, Pennsylvania",
"Jefferson County, Nebraska",
"Howard County, Iowa",
"Callahan County, Texas",
"Carroll County, Kentucky",
"Lewis County, West Virginia",
"Sherman County, Kansas",
"Desha County, Arkansas",
"Greenbrier County, West Virginia",
"Greene County, Pennsylvania",
"Cherokee County, Kansas",
"Valley County, Idaho",
"Jackson County, West Virginia",
"Greenlee County, Arizona",
"Clarendon County, South Carolina",
"Starke County, Indiana",
"Charlevoix County, Michigan",
"Floyd County, Kentucky",
"Carter County, Kentucky",
"Fremont County, Idaho",
"Logan County, Arkansas",
"Allamakee County, Iowa",
"Duval County, Texas",
"Scott County, Tennessee",
"Inyo County, California",
"Lewis County, Tennessee",
"Big Horn County, Montana",
"Chickasaw County, Mississippi",
"Mercer County, Illinois",
"Adair County, Oklahoma",
"Gooding County, Idaho",
"Trempealeau County, Wisconsin",
"Colorado County, Texas",
"Kanabec County, Minnesota",
"Wilkes County, Georgia",
"La Salle County, Texas",
"Florida County, Puerto Rico",
"Monroe County, Iowa",
"Lake County, Tennessee",
"Todd County, Minnesota",
"Washington County, Florida",
"Millard County, Utah",
"Nome County, Alaska",
"Benton County, Tennessee",
"Cherokee County, Alabama",
"Lincoln County, Kentucky",
"Palo Alto County, Iowa",
"Hale County, Alabama",
"Beaver County, Utah",
"Norton County, Virginia",
"Marion County, Tennessee",
"Greene County, Georgia",
"Runnels County, Texas",
"Lake County, Minnesota",
"Clay County, Arkansas",
"Wright County, Iowa",
"Meriwether County, Georgia",
"Caroline County, Virginia",
"Mitchell County, Iowa",
"Holt County, Nebraska",
"Platte County, Wyoming",
"Pierce County, Georgia",
"Rice County, Kansas",
"Elbert County, Colorado",
"Franklin County, Arkansas",
"Cedar County, Missouri",
"Aguas Buenas County, Puerto Rico",
"Hickman County, Tennessee",
"White County, Georgia",
"Ohio County, Kentucky",
"Custer County, Nebraska",
"Nowata County, Oklahoma",
"Jackson County, Wisconsin",
"Grant County, South Dakota",
"Paulding County, Ohio",
"Lee County, Georgia",
"Fall River County, South Dakota",
"Lee County, Arkansas",
"Gulf County, Florida",
"McDowell County, West Virginia",
"Bosque County, Texas",
"Camuy County, Puerto Rico",
"Alleghany County, Virginia",
"Johnson County, Georgia",
"Cuming County, Nebraska",
"Nemaha County, Nebraska",
"Cleburne County, Alabama",
"Chickasaw County, Iowa",
"Somerset County, Maryland",
"Tillman County, Oklahoma",
"Klickitat County, Washington",
"Noxubee County, Mississippi",
"Jones County, Georgia",
"Swift County, Minnesota",
"Tioga County, Pennsylvania",
"Idaho County, Idaho",
"Freestone County, Texas",
"Karnes County, Texas",
"Conecuh County, Alabama",
"Bacon County, Georgia",
"King William County, Virginia",
"Duplin County, North Carolina",
"Yuma County, Colorado",
"East Carroll County, Louisiana",
"Marshall County, Kansas",
"Bertie County, North Carolina",
"Nicholas County, West Virginia",
"Lawrence County, Alabama",
"Windsor County, Vermont",
"Jackson County, Kansas",
"Yalobusha County, Mississippi",
"La Paz County, Arizona",
"Kiowa County, Oklahoma",
"Scott County, Arkansas",
"Wilkin County, Minnesota",
"Dallas County, Missouri",
"Gallia County, Ohio",
"Weston County, Wyoming",
"Iowa County, Iowa",
"Petersburg County, Alaska",
"Nottoway County, Virginia",
"Clare County, Michigan",
"Pine County, Minnesota",
"Carroll County, Missouri",
"Fairfield County, South Carolina",
"Union County, Louisiana",
"Pawnee County, Kansas",
"Dallas County, Arkansas",
"Crane County, Texas",
